   0.01931,   0.08241,   0.09819,  -0.00435,  -0.10690,   0.26384,  -0.55652,   0.05086,   0.05875,  -0.02802,  -0.15423,   0.01931,   0.01142,   0.01931,  -0.02802,  -0.12268,   0.00353,   0.24018,  -0.03591,  -0.23311,  -0.01224,  -0.09112,  -0.05168,  -0.17000,   0.11397,   0.03509,  -0.01224,  -0.58807,  -0.01224,  -0.01224,  -0.35932,   0.06664,   0.07453,   0.09030,  -0.04379,   0.05086,  -0.08324,  -0.03591,  -0.00435,  -0.05168,   0.13763,  -0.24100,   0.08241,   0.07453,  -0.05168,   0.03509,   0.00353,  -0.13056,   0.01142,   0.06664,   0.03509,   0.29539,  -0.20156,   0.05875,  -0.02802,  -0.18578,  -0.08324,  -0.16212,   0.07453,   0.19285,  -0.13056,   0.03509,  -0.13845,   0.02720
  -0.03591,   0.03509,   0.14552,   0.09819,   0.08241,   0.11397,  -0.62751,  -0.00435,   0.06664,   0.18496,  -0.09901,   0.05086,  -0.01224,  -0.03591,   0.00353,  -0.09901,   0.02720,   0.10608,  -0.07535,  -0.18578,   0.04297,  -0.02013,  -0.03591,  -0.13056,   0.03509,   0.20074,   0.01142,  -0.44609,   0.03509,  -0.09112,  -0.17789,  -0.02802,   0.05875,   0.05875,  -0.02013,   0.04297,  -0.20944,  -0.02013,   0.12974,  -0.05168,   0.11397,  -0.03591,  -0.02802,  -0.05957,  -0.09901,   0.01931,  -0.01224,  -0.11479,   0.04297,   0.11397,   0.16130,   0.27173,  -0.20944,   0.00353,   0.04297,  -0.26466,  -0.10690,  -0.02013,   0.03509,   0.07453,  -0.02013,  -0.00435,  -0.08324,  -0.05168
   0.01142,   0.02720,   0.04297,  -0.14634,   0.13763,  -0.11479,  -0.58019,   0.01931,   0.12186,   0.16918,  -0.13845,   0.02720,  -0.06746,  -0.03591,   0.14552,  -0.03591,   0.00353,   0.06664,  -0.02013,  -0.05957,  -0.08324,  -0.02802,  -0.05957,  -0.14634,   0.04297,   0.16130,   0.04297,  -0.47764,   0.21651,  -0.17789,  -0.12268,   0.04297,   0.05875,  -0.16212,  -0.01224,   0.12974,  -0.20156,  -0.09901,   0.14552,  -0.02802,   0.12974,   0.15341,  -0.12268,  -0.09901,  -0.04379,  -0.02013,  -0.05957,  -0.04379,   0.03509,   0.08241,   0.12186,   0.18496,  -0.21733,  -0.05957,   0.05086,  -0.31199,  -0.05957,  -0.00435,   0.03509,   0.11397,  -0.00435,   0.07453,   0.21651,  -0.05168
   0.06664,  -0.01224,   0.00353,  -0.09112,   0.04297,  -0.17000,  -0.43820,   0.04297,   0.14552,   0.01142,  -0.15423,  -0.01224,  -0.08324,   0.03509,   0.18496,   0.05875,  -0.13056,  -0.08324,  -0.01224,  -0.23311,  -0.09112,  -0.00435,  -0.11479,  -0.08324,  -0.02013,   0.19285,   0.05086,  -0.30410,   0.16918,  -0.14634,   0.09819,  -0.21733,   0.03509,  -0.07535,  -0.13845,   0.12186,  -0.11479,   0.04297,   0.19285,  -0.05957,   0.09819,  -0.00435,  -0.02013,  -0.09901,  -0.05168,  -0.02802,  -0.01224,   0.05875,   0.10608,   0.09030,   0.11397,   0.04297,  -0.26466,  -0.28044,   0.13763,  -0.23311,   0.11397,  -0.09901,   0.03509,   0.14552,   0.14552,   0.01142,   0.09030,  -0.00435
   0.12974,  -0.05957,  -0.09112,   0.03509,   0.05086,  -0.00435,  -0.35143,  -0.03591,   0.08241,  -0.00435,  -0.01224,  -0.06746,   0.02720,   0.05086,   0.05875,   0.01142,  -0.05957,  -0.13056,  -0.09112,  -0.32777,  -0.07535,   0.05875,  -0.17789,  -0.02013,  -0.05168,   0.12974,   0.05875,  -0.35932,   0.16918,  -0.02802,   0.03509,   0.12974,   0.00353,  -0.09901,  -0.03591,   0.15341,  -0.12268,   0.17707,   0.15341,  -0.05957,  -0.08324,  -0.05168,  -0.02013,  -0.13056,  -0.07535,   0.01931,  -0.00435,   0.03509,   0.11397,   0.14552,   0.05086,  -0.02802,  -0.28833,  -0.05168,   0.11397,  -0.23311,   0.21651,  -0.05957,   0.02720,   0.16918,   0.23229,  -0.08324,  -0.07535,  -0.13056
   0.09819,  -0.12268,  -0.17000,   0.05086,  -0.00435,   0.00353,  -0.44609,   0.00353,   0.09819,   0.05086,   0.01142,  -0.13845,   0.15341,  -0.06746,  -0.05168,   0.02720,   0.03509,  -0.09112,  -0.05168,  -0.20944,   0.03509,   0.09819,  -0.13056,  -0.05168,  -0.02013,  -0.07535,   0.01142,  -0.31199,   0.09030,   0.06664,  -0.11479,   0.01142,  -0.09901,  -0.13845,   0.07453,   0.15341,  -0.18578,  -0.20944,   0.11397,  -0.11479,  -0.13845,   0.07453,   0.01142,  -0.06746,  -0.14634,   0.04297,   0.02720,   0.04297,   0.06664,   0.04297,   0.11397,   0.02720,  -0.18578,   0.32695,   0.04297,  -0.24100,   0.20074,  -0.09901,   0.05086,   0.09819,   0.36639,   0.01931,  -0.01224,   0.05875
   0.10608,   0.04297,  -0.06746,  -0.00435,  -0.06746,   0.06664,  -0.50130,   0.01931,   0.12186,  -0.04379,  -0.05957,  -0.14634,   0.08241,  -0.08324,  -0.07535,   0.08241,  -0.02013,  -0.00435,  -0.03591,  -0.25677,   0.08241,   0.05086,  -0.17000,  -0.18578,   0.11397,  -0.13845,  -0.02802,  -0.27255,   0.00353,   0.03509,  -0.23311,   0.00353,  -0.13845,   0.06664,   0.08241,   0.06664,  -0.19367,  -0.09901,   0.07453,  -0.05168,  -0.02802,   0.01142,   0.08241,  -0.06746,  -0.19367,   0.01142,  -0.02013,   0.06664,   0.02720,   0.09030,   0.12186,   0.08241,  -0.20156,  -0.13056,   0.05086,  -0.25677,   0.36639,  -0.10690,   0.01142,   0.12186,   0.40583,   0.12974,  -0.02013,   0.01142
  -0.09901,  -0.02802,   0.05086,   0.05875,  -0.10690,   0.27173,  -0.51708,   0.04297,   0.06664,   0.01931,  -0.16212,  -0.01224,   0.04297,  -0.05168,   0.03509,  -0.06746,  -0.10690,   0.14552,  -0.00435,   0.06664,   0.00353,  -0.03591,   0.00353,  -0.17789,  -0.05168,  -0.14634,  -0.10690,  -0.38298,  -0.09112,   0.04297,  -0.22522,   0.06664,   0.03509,   0.10608,  -0.10690,   0.01142,  -0.17789,  -0.00435,   0.01931,   0.12186,   0.08241,  -0.05168,   0.06664,   0.02720,   0.00353,  -0.05168,  -0.05957,  -0.12268,  -0.01224,   0.09030,  -0.04379,   0.35850,  -0.17000,   0.10608,   0.05086,  -0.10690,   0.01142,  -0.18578,   0.12186,   0.05875,  -0.16212,   0.05875,  -0.11479,   0.09819
  -0.12268,  -0.13056,   0.13763,   0.19285,   0.16918,  -0.17000,  -0.60385,   0.01931,   0.11397,   0.26384,  -0.02802,   0.02720,   0.09030,  -0.14634,  -0.05168,   0.02720,  -0.05957,   0.04297,  -0.06746,   0.44527,   0.05875,  -0.05168,  -0.01224,  -0.17789,  -0.01224,   0.05875,  -0.09901,  -0.47764,  -0.05957,   0.06664,  -0.01224,   0.02720,   0.06664,   0.02720,  -0.08324,   0.01142,  -0.33565,   0.04297,   0.16918,   0.04297,   0.14552,   0.31906,   0.15341,  -0.13056,   0.01142,  -0.02802,  -0.09112,  -0.04379,   0.13763,   0.02720,   0.04297,   0.21651,  -0.16212,   0.09030,   0.17707,  -0.09901,   0.06664,  -0.10690,   0.05875,  -0.16212,  -0.04379,   0.11397,   0.24018,  -0.18578
  -0.07535,  -0.13056,   0.07453,  -0.36721,   0.20862,  -0.26466,  -0.57230,   0.02720,   0.14552,   0.18496,  -0.08324,   0.08241,  -0.00435,  -0.12268,   0.02720,   0.09030,  -0.13056,  -0.08324,  -0.02802,   0.24018,  -0.05168,  -0.10690,  -0.11479,  -0.25677,   0.18496,   0.28750,  -0.06746,  -0.50919,   0.06664,   0.01931,   0.22440,   0.12974,   0.07453,  -0.22522,  -0.05168,   0.06664,  -0.35932,  -0.24100,   0.16918,  -0.08324,   0.19285,  -0.13845,  -0.00435,  -0.14634,  -0.01224,  -0.01224,  -0.11479,   0.05086,   0.32695,   0.06664,  -0.00435,   0.03509,  -0.22522,   0.16130,   0.20074,  -0.01224,   0.16130,  -0.12268,   0.05086,  -0.16212,  -0.04379,   0.16130,   0.20074,   0.07453
